Overall_rank,Score,GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Country_or_region
7816,0.4621,0.3506,0.0532,0.0362,0.0547,0.2182,0.6356,xwcjaal
7817,0.1192,0.7731,0.31,0.1262,0.5954,0.7179,0.5213,rrfs
7818,0.4997,0.0789,0.4884,0.419,0.9312,0.7205,0.2817,kvomwg
7819,0.1745,0.5491,0.332,0.0434,0.9847,0.5047,0.6041,qzdf
7820,0.7004,0.2037,0.543,0.692,0.7891,0.6221,0.0091,aokcvrbb
7821,0.587,0.4902,0.9475,0.6688,0.5305,0.124,0.4928,pghij
7822,0.6741,0.7948,0.2835,0.1807,0.9253,0.8825,0.1009,bdbexgg
7823,0.1648,0.5416,0.3619,0.4648,0.0445,0.2634,0.3839,mrzkwc
7824,0.8593,0.412,0.4482,0.0191,0.4446,0.8817,0.1871,bycfqscl
7825,0.8783,0.9449,0.4994,0.5258,0.3206,0.0155,0.5345,nepfqdh
7826,0.5292,0.153,0.6375,0.7686,0.8955,0.9798,0.0571,rrhyue
7827,0.7353,0.4425,0.3015,0.8138,0.4039,0.3124,0.2817,lbnv
7828,0.0975,0.537,0.2164,0.0265,0.0704,0.7739,0.3823,pztd
7829,0.8319,0.2353,0.9139,0.6761,0.8643,0.421,0.4425,fqgtozhe
7830,0.667,0.5256,0.3097,0.768,0.9335,0.4058,0.228,okcwcd
7831,0.8506,0.3657,0.839,0.6564,0.0064,0.9684,0.7333,jwvbyw
7832,0.8039,0.2661,0.879,0.3114,0.8372,0.9029,0.8705,nlbs
7833,0.6036,0.8254,0.145,0.1116,0.2542,0.8456,0.4523,tqpa
7834,0.511,0.5434,0.2829,0.4796,0.6873,0.9348,0.9439,hsjwec
7835,0.4976,0.595,0.1354,0.5809,0.7241,0.1597,0.9654,vxopiy
7836,0.6127,0.3123,0.2923,0.7241,0.3578,0.9307,0.5122,gvnp
7837,0.5793,0.5133,0.7023,0.7111,0.9777,0.3899,0.0847,tduwketk
7838,0.3062,0.9264,0.4635,0.2574,0.199,0.1103,0.1653,vellzpgd
7839,0.0992,0.6722,0.7387,0.1897,0.878,0.0509,0.5655,hyik
7840,0.2703,0.0786,0.6097,0.836,0.4749,0.5496,0.5743,cpexi
7841,0.9718,0.2457,0.2158,0.7344,0.6873,0.9083,0.3824,xaffw
7842,0.8156,0.8519,0.6833,0.455,0.224,0.8632,0.1102,xnnfrsx
7843,0.6132,0.9793,0.1791,0.1794,0.3359,0.3827,0.0531,ynyq
7844,0.0946,0.0661,0.6166,0.9542,0.655,0.0678,0.5897,kkdpsv
7845,0.348,0.4565,0.0844,0.569,0.7563,0.3955,0.2598,uqpm
7846,0.2796,0.7674,0.5004,0.6681,0.7142,0.3303,0.8837,kgycvij
7847,0.5633,0.2013,0.4107,0.4566,0.7682,0.0866,0.9469,hlccw
7848,0.05,0.4869,0.2056,0.2726,0.2649,0.361,0.1043,qszfny
7849,0.0213,0.3924,0.7128,0.3547,0.0477,0.3328,0.8462,qjmt
7850,0.3185,0.1839,0.7436,0.3189,0.2609,0.3464,0.1688,oyad
7851,0.3859,0.6456,0.6971,0.606,0.6137,0.822,0.6855,mcwovdd
7852,0.182,0.0269,0.3607,0.0403,0.6376,0.5659,0.3459,xwvu
7853,0.3326,0.8324,0.2896,0.6022,0.4118,0.7186,0.2112,nogfoq
7854,0.3659,0.954,0.9679,0.3331,0.5306,0.8816,0.5846,gstb
7855,0.4405,0.3638,0.5356,0.1223,0.086,0.5298,0.5186,cgzcuz
7856,0.1094,0.9055,0.0093,0.7984,0.5218,0.7448,0.2173,oieqour
7857,0.6802,0.3841,0.9288,0.2967,0.9835,0.5027,0.2552,mxfnn
7858,0.9751,0.8907,0.7256,0.0248,0.651,0.3872,0.2486,ayey
7859,0.7435,0.4823,0.1036,0.9048,0.4035,0.1163,0.3883,iwxhmv
7860,0.7259,0.4243,0.8912,0.4648,0.5297,0.2239,0.5025,ipnle
7861,0.4917,0.6646,0.8554,0.2203,0.1223,0.5132,0.9945,rujz
7862,0.4986,0.644,0.5071,0.8074,0.932,0.8006,0.9078,lsugqk
7863,0.5115,0.1499,0.5505,0.1379,0.1916,0.967,0.3759,zxcqzt
7864,0.497,0.3479,0.7054,0.029,0.525,0.8155,0.4717,rpwsfira
7865,0.8319,0.8829,0.8375,0.5949,0.5006,0.9142,0.9008,mcaoqu
7866,0.4262,0.0214,0.108,0.6803,0.9953,0.5502,0.5772,hglimic
7867,0.8018,0.6576,0.7698,0.3719,0.9243,0.2876,0.6393,whnvquke
7868,0.2297,0.2734,0.496,0.6044,0.2189,0.5392,0.2546,imjicfqa
7869,0.1904,0.8082,0.8204,0.2118,0.768,0.313,0.192,vypsdfqd
7870,0.6143,0.2538,0.7913,0.2339,0.5465,0.6197,0.6165,vclffx
7871,0.3776,0.6246,0.2987,0.3534,0.0162,0.3369,0.6824,tfhfpp
7872,0.7269,0.6052,0.7129,0.2459,0.7201,0.2865,0.2309,jbfrba
7873,0.6619,0.8552,0.2246,0.436,0.6044,0.303,0.5909,ixwmyr
7874,0.9957,0.0342,0.8894,0.2993,0.0686,0.1816,0.2839,dnvn
7875,0.4212,0.83,0.2089,0.9947,0.4955,0.0651,0.773,qhrjgy
7876,0.6529,0.6873,0.5672,0.9077,0.3059,0.5001,0.6972,pbtevv
7877,0.2591,0.9828,0.1608,0.6346,0.9507,0.7422,0.5807,sobzdy
7878,0.4348,0.3128,0.0394,0.973,0.6475,0.287,0.4321,fwiumgl
7879,0.1375,0.0949,0.082,0.4148,0.0878,0.592,0.012,gywrsmv
7880,0.771,0.4609,0.4656,0.3218,0.0767,0.7703,0.4011,stbueg
7881,0.3316,0.8198,0.8688,0.3986,0.2781,0.4013,0.6594,ivbr
7882,0.6668,0.5181,0.3301,0.0099,0.1168,0.696,0.0392,gcyds
7883,0.748,0.9129,0.5614,0.4313,0.48,0.5579,0.7629,olrp
7884,0.7253,0.4772,0.3355,0.7722,0.2893,0.4516,0.3898,npzfs
7885,0.0434,0.0122,0.2254,0.2906,0.1602,0.0158,0.7993,cfjhgqng
7886,0.2848,0.078,0.6161,0.4566,0.6309,0.8793,0.2024,njvgghm
7887,0.4766,0.8922,0.9233,0.1684,0.6147,0.7429,0.6039,litvg
7888,0.4795,0.1536,0.5166,0.372,0.8228,0.9937,0.7023,acub
7889,0.6582,0.4247,0.1704,0.9896,0.4303,0.2612,0.1707,qerveqnn
7890,0.4389,0.9544,0.1382,0.092,0.8667,0.9105,0.8556,ljggyz
7891,0.4896,0.7548,0.9822,0.1778,0.7287,0.8059,0.632,pepkq
7892,0.8873,0.9072,0.1832,0.0368,0.4641,0.6086,0.7645,cestu
7893,0.9961,0.5353,0.4472,0.7528,0.0354,0.7892,0.7541,wuyyzkqz
7894,0.2676,0.9602,0.7113,0.0559,0.4294,0.8759,0.6757,fchn
7895,0.4166,0.9206,0.7145,0.7638,0.4454,0.5392,0.7268,ebvln
7896,0.6084,0.5436,0.9755,0.9444,0.3644,0.5164,0.5286,jlhhqo
7897,0.192,0.3076,0.6665,0.5157,0.9064,0.5736,0.3359,bfmd
7898,0.2171,0.3698,0.0095,0.152,0.417,0.1924,0.6825,vboas
7899,0.5037,0.0483,0.1022,0.8618,0.7543,0.453,0.865,gogmufzt
7900,0.7119,0.1178,0.4354,0.6609,0.8635,0.0803,0.7291,pcyt
7901,0.7784,0.6576,0.2707,0.3507,0.2849,0.3647,0.2811,qkanghz
7902,0.2771,0.5989,0.8874,0.0243,0.8474,0.8727,0.4204,aswzhl
7903,0.8399,0.6374,0.4358,0.7492,0.0959,0.2205,0.8259,nfdw
7904,0.1265,0.2003,0.8332,0.9088,0.0356,0.9658,0.2933,eqeg
7905,0.4255,0.8055,0.8647,0.9824,0.9275,0.6378,0.8899,nokepdfj
7906,0.2992,0.6949,0.7289,0.2988,0.2954,0.8487,0.4954,rzik
7907,0.7954,0.0723,0.1669,0.7486,0.5222,0.4411,0.762,fzbh
7908,0.6202,0.0452,0.4649,0.7617,0.1681,0.2229,0.5311,gfhl
7909,0.1541,0.9627,0.0411,0.6219,0.5454,0.2094,0.953,uzthlxe
7910,0.848,0.941,0.983,0.8308,0.5927,0.977,0.2802,peybjrwv
7911,0.3808,0.1772,0.1882,0.2702,0.81,0.3894,0.3729,tkbcry
7912,0.1558,0.0328,0.4143,0.6736,0.4327,0.9439,0.7969,hhnmispu
7913,0.7966,0.3287,0.4688,0.1005,0.7483,0.6372,0.1254,coonblhe
7914,0.931,0.6599,0.0588,0.961,0.5096,0.1894,0.224,wbkjvdp
7915,0.5877,0.6226,0.3096,0.5413,0.8059,0.2481,0.985,klhh
7916,0.5371,0.0878,0.3789,0.5376,0.4654,0.0999,0.9453,xtlxola
7917,0.9419,0.9578,0.3043,0.0304,0.2923,0.9058,0.6329,ywaciv
7918,0.1789,0.1759,0.0451,0.4285,0.3758,0.0029,0.9781,lvuh
7919,0.8462,0.8421,0.0217,0.7145,0.7999,0.67,0.7998,yrdtjv
7920,0.1664,0.5162,0.9605,0.7455,0.4859,0.5074,0.3638,fjsoj
7921,0.9819,0.1642,0.6633,0.1677,0.906,0.9602,0.1766,ahsb
7922,0.1995,0.047,0.8664,0.6546,0.6323,0.5372,0.9215,rlctvjfn
7923,0.1916,0.9435,0.5862,0.7189,0.2298,0.3942,0.9665,mbtb
7924,0.129,0.299,0.8644,0.6882,0.2744,0.8715,0.7766,phnmi
7925,0.0311,0.2514,0.3412,0.0086,0.5853,0.9227,0.3289,iqdzgllo
7926,0.1786,0.079,0.5112,0.6697,0.9488,0.694,0.8199,gfwdgpi
7927,0.9919,0.8704,0.7664,0.9624,0.9153,0.6233,0.3062,xypojzbf
7928,0.5919,0.9405,0.6303,0.0842,0.9527,0.5064,0.2155,bdne
7929,0.5476,0.2832,0.6433,0.3317,0.6138,0.5002,0.6311,touwccw
7930,0.7899,0.5645,0.8346,0.0366,0.8913,0.4302,0.2025,ywpfeja
7931,0.8054,0.5747,0.3783,0.6035,0.9277,0.719,0.7935,ahudnj
7932,0.4685,0.0049,0.6032,0.5967,0.219,0.5969,0.1739,rkyrqc
7933,0.406,0.221,0.0086,0.3945,0.4027,0.9474,0.2748,rqox
7934,0.249,0.0667,0.9578,0.6733,0.5533,0.9928,0.8196,twhwiiwo
7935,0.9755,0.8107,0.6293,0.7582,0.0717,0.161,0.2245,xeuzdd
7936,0.4962,0.5672,0.5143,0.5694,0.4425,0.2435,0.3239,pcweqh
7937,0.9876,0.5237,0.0649,0.7034,0.7525,0.8794,0.6888,azkg
7938,0.7961,0.3736,0.3326,0.7211,0.4813,0.3194,0.8794,yfyt
7939,0.0645,0.3277,0.8722,0.5975,0.598,0.7131,0.7687,niou
7940,0.9608,0.1555,0.5881,0.1793,0.7367,0.8259,0.8143,diyxfe
7941,0.5462,0.887,0.4037,0.6373,0.8154,0.6952,0.7817,jvsscpy
7942,0.6829,0.4346,0.7112,0.6969,0.987,0.4121,0.8968,ciwpxfa
7943,0.4394,0.1347,0.1295,0.1376,0.3273,0.7257,0.3273,ickdh
7944,0.2674,0.5382,0.7014,0.3806,0.8133,0.9539,0.0475,cokxc
7945,0.1823,0.2011,0.9651,0.3763,0.6199,0.6548,0.1868,gdckt
7946,0.6047,0.764,0.3161,0.4783,0.2195,0.0426,0.9134,wljf
7947,0.5796,0.9789,0.081,0.1538,0.0202,0.2695,0.0576,ujqagf
7948,0.2082,0.0581,0.2185,0.1202,0.4621,0.7211,0.8016,oofjd
7949,0.2611,0.1783,0.8883,0.2516,0.1055,0.6378,0.2115,vulogqdo
7950,0.5344,0.9883,0.8739,0.2997,0.6617,0.5053,0.0342,mjzvykvv
7951,0.1776,0.1358,0.3498,0.4806,0.6025,0.3347,0.5451,lgbxz
7952,0.2458,0.127,0.0839,0.0028,0.0825,0.4038,0.7965,eqwbxwc
7953,0.4,0.4242,0.2565,0.6382,0.3354,0.7356,0.4604,tykwc
7954,0.5177,0.876,0.4798,0.6468,0.9408,0.5157,0.316,zwko
7955,0.2081,0.486,0.736,0.2744,0.9255,0.7422,0.7724,nwdqtw
7956,0.3274,0.388,0.9819,0.7212,0.1968,0.55,0.3191,cahrdqq
7957,0.3152,0.7426,0.2228,0.2946,0.0945,0.7743,0.9694,qvmjvvfo
7958,0.5325,0.1959,0.9781,0.1812,0.705,0.9136,0.9203,jestdho
7959,0.211,0.2299,0.162,0.2717,0.6848,0.3841,0.4658,mivrut
7960,0.7753,0.4645,0.078,0.4396,0.5723,0.7193,0.901,mqzbju
7961,0.8077,0.4915,0.0691,0.092,0.0896,0.253,0.6797,eztyl
7962,0.0375,0.5226,0.1129,0.513,0.9425,0.006,0.7268,lishz
7963,0.9656,0.2118,0.374,0.8899,0.1304,0.4067,0.8874,ctlehcup
7964,0.3933,0.4009,0.4651,0.3176,0.9902,0.6056,0.8809,ajlot
7965,0.997,0.0409,0.6006,0.3692,0.2293,0.2151,0.7736,hyrnbs
7966,0.4156,0.8265,0.7289,0.9106,0.2722,0.686,0.4931,tpmnktcn
7967,0.2686,0.1793,0.7496,0.0314,0.7446,0.8585,0.2164,essii
7968,0.7081,0.6452,0.8518,0.378,0.4204,0.8442,0.772,jfeytry
7969,0.965,0.3383,0.7177,0.5293,0.0224,0.4245,0.8118,kraby
7970,0.2008,0.8046,0.733,0.7622,0.8513,0.6478,0.4933,xbtryo
7971,0.0882,0.8912,0.5703,0.1215,0.6609,0.5757,0.9405,ksrj
7972,0.0668,0.5505,0.0709,0.462,0.0108,0.1209,0.9686,zcxt
7973,0.0495,0.9191,0.4146,0.5118,0.6784,0.4736,0.2449,vcaadnt
7974,0.4034,0.9211,0.1648,0.057,0.9019,0.1231,0.5341,xxxzsiy
7975,0.3643,0.927,0.4402,0.6834,0.6915,0.9137,0.6014,sfgt
7976,0.3498,0.0197,0.0302,0.491,0.8483,0.4235,0.1707,ovquxosh
7977,0.9807,0.7092,0.7408,0.7384,0.3019,0.9597,0.8345,qmlrypam
7978,0.2213,0.6366,0.9961,0.9784,0.1777,0.2226,0.9263,vfzfwnj
7979,0.5579,0.816,0.3958,0.6033,0.0586,0.7195,0.7857,tkkccupf
7980,0.7669,0.9279,0.1104,0.1937,0.3787,0.5233,0.3906,zblgwqn
7981,0.8575,0.0087,0.793,0.4288,0.3428,0.51,0.5249,wvhfllwe
7982,0.2997,0.2554,0.9622,0.4549,0.2833,0.7688,0.2855,wvhaw
7983,0.4314,0.4673,0.0861,0.0996,0.4017,0.1465,0.6387,bpcjt
7984,0.6468,0.9053,0.2904,0.0088,0.0942,0.2767,0.0749,igfrhg
7985,0.2467,0.166,0.8155,0.4032,0.8205,0.5745,0.789,cnbkgvgk
7986,0.0966,0.9899,0.7407,0.91,0.6995,0.0793,0.3363,wnpign
7987,0.2455,0.0039,0.0114,0.1178,0.1239,0.257,0.5792,jzqa
7988,0.1375,0.2336,0.4211,0.8903,0.8384,0.9453,0.6094,vqlhqon
7989,0.4997,0.0588,0.2908,0.8235,0.6364,0.3049,0.1481,vixnm
7990,0.7216,0.599,0.0658,0.118,0.648,0.1233,0.0756,ikqjlon
7991,0.4938,0.1138,0.6439,0.5924,0.0571,0.6849,0.0657,vwfee
7992,0.1054,0.3471,0.0,0.1892,0.9851,0.5226,0.6427,wqrpl
7993,0.0338,0.3337,0.9626,0.6194,0.8456,0.3516,0.119,egagdgv
7994,0.0838,0.5497,0.5633,0.1203,0.2059,0.0105,0.5025,olovfdl
7995,0.2644,0.0799,0.7176,0.3266,0.7907,0.2831,0.9568,ltwx
7996,0.7255,0.3948,0.1076,0.9107,0.4773,0.3923,0.658,ouynim
7997,0.6799,0.7635,0.5864,0.753,0.0864,0.8413,0.3254,qwcqqfj
7998,0.3202,0.2231,0.9492,0.3462,0.2649,0.8057,0.5435,mmbj
7999,0.6529,0.6032,0.0563,0.3548,0.0464,0.3657,0.6637,ufmzdf
8000,0.3129,0.8089,0.8551,0.6821,0.814,0.0688,0.3469,qyae
8001,0.715,0.7439,0.765,0.4908,0.2968,0.8108,0.8089,tawhfrbe
8002,0.0229,0.3227,0.3333,0.7371,0.8586,0.7279,0.0281,cdfvq
8003,0.567,0.4528,0.0082,0.5759,0.9169,0.8522,0.0692,ujlfl
8004,0.958,0.8689,0.5725,0.2171,0.9787,0.6331,0.1872,moyhml
8005,0.6068,0.9218,0.1694,0.7828,0.3884,0.6565,0.856,bafznbyl
8006,0.4026,0.8707,0.5242,0.127,0.3464,0.3543,0.3964,yaqyq
8007,0.8653,0.566,0.5891,0.4533,0.5829,0.7508,0.6328,izszolzc
8008,0.4416,0.5994,0.2836,0.258,0.3159,0.5244,0.4755,fcyebd
8009,0.3549,0.2335,0.5392,0.0621,0.7301,0.3406,0.7137,kuiqsamn
8010,0.4778,0.0858,0.2442,0.0154,0.6181,0.3325,0.7858,qqtic
8011,0.0596,0.5187,0.9688,0.6632,0.7625,0.142,0.2679,vcfel
8012,0.6735,0.292,0.8958,0.9846,0.2535,0.6632,0.9838,jafjjd
8013,0.9455,0.1731,0.9514,0.5065,0.4554,0.9312,0.7122,euggre
8014,0.0575,0.7377,0.0408,0.3074,0.726,0.0689,0.5868,vpcmdlz
8015,0.7201,0.8696,0.4401,0.1944,0.5092,0.6614,0.8577,eelq
8016,0.5327,0.319,0.6029,0.4173,0.636,0.5255,0.544,mlkixm
8017,0.7863,0.9193,0.2984,0.0868,0.6475,0.542,0.2531,hwvvgmf
8018,0.4241,0.4735,0.187,0.9188,0.8362,0.3946,0.8062,ycyk
8019,0.1536,0.416,0.452,0.9678,0.8792,0.5964,0.6747,cnnlmv
8020,0.1133,0.971,0.2883,0.5033,0.9164,0.7348,0.801,qhyfpl
8021,0.3927,0.9909,0.7052,0.3093,0.1723,0.0118,0.5957,qjfireiz
8022,0.5893,0.4411,0.0869,0.326,0.17,0.9116,0.1577,aindwqok
8023,0.9772,0.5376,0.2372,0.654,0.9064,0.1364,0.057,dcihq
8024,0.8867,0.4675,0.5376,0.5637,0.1176,0.7488,0.0897,pqdlax
8025,0.4332,0.5886,0.0074,0.4849,0.3019,0.489,0.5971,kbcfmi
8026,0.8172,0.7924,0.6276,0.7678,0.664,0.4148,0.2617,utlvj
8027,0.3978,0.7126,0.7609,0.8364,0.0827,0.6022,0.8131,uxyybb
8028,0.4709,0.0686,0.497,0.086,0.0418,0.8316,0.4206,wvlzjc
8029,0.6067,0.805,0.2244,0.3878,0.3445,0.0238,0.7082,vbxpnj
8030,0.8167,0.7,0.4829,0.2008,0.6978,0.2404,0.0504,szbcj
8031,0.6521,0.1736,0.4262,0.2773,0.5336,0.2202,0.2012,ayfx
8032,0.0929,0.0819,0.3947,0.3771,0.6644,0.318,0.0486,fortp
8033,0.6388,0.2365,0.9371,0.8663,0.6629,0.596,0.6302,mehpk
8034,0.7482,0.5097,0.2708,0.6698,0.1164,0.4199,0.268,vdmvmv
8035,0.9094,0.5767,0.9303,0.7223,0.5387,0.9131,0.9166,dfgsgun
8036,0.7774,0.1364,0.6992,0.046,0.757,0.4029,0.2344,khrphjg
8037,0.1834,0.2814,0.9114,0.0614,0.3982,0.3523,0.1241,redpg
8038,0.2745,0.6431,0.4449,0.4207,0.8682,0.1854,0.1096,dakxhj
8039,0.1623,0.3604,0.3473,0.2601,0.4997,0.9252,0.3743,iknmsky
8040,0.5556,0.2149,0.8401,0.2548,0.2389,0.7697,0.6958,dydaha
8041,0.7529,0.7471,0.3084,0.6196,0.2064,0.9164,0.9894,ztlowst
8042,0.5242,0.5861,0.7189,0.3339,0.7286,0.5275,0.9685,sradgupj
8043,0.9405,0.1511,0.3936,0.2604,0.5183,0.9079,0.2217,vlycnn
8044,0.4341,0.7347,0.197,0.426,0.3479,0.4307,0.6891,lidcz
8045,0.3075,0.3155,0.3289,0.2974,0.5654,0.2159,0.7817,vqywyr
8046,0.7477,0.3878,0.2421,0.6885,0.8001,0.9724,0.0329,lhlqqxq
8047,0.4015,0.2485,0.6757,0.0214,0.6779,0.6197,0.6725,wsnbof
8048,0.2903,0.398,0.4519,0.6751,0.5886,0.0149,0.4613,gotept
8049,0.536,0.0657,0.8202,0.6206,0.3655,0.0221,0.6078,tgmfycc
8050,0.0991,0.4839,0.8637,0.3446,0.2474,0.0324,0.4171,rphqju
8051,0.3841,0.4243,0.4485,0.0721,0.9397,0.544,0.9132,sppexq
8052,0.8248,0.0225,0.2634,0.2523,0.4874,0.0935,0.9043,kxekh
8053,0.7509,0.0519,0.7399,0.6436,0.338,0.9794,0.386,ehuwgq
8054,0.5237,0.3466,0.5664,0.8654,0.5771,0.8931,0.8139,nnclgq
8055,0.2914,0.803,0.8058,0.4416,0.201,0.1857,0.4841,tkrygjho
8056,0.2522,0.6379,0.3882,0.7883,0.9751,0.1897,0.8567,rwirk
8057,0.7882,0.6465,0.1812,0.0349,0.9982,0.2803,0.0702,zhuwhcap
8058,0.0762,0.5232,0.017,0.918,0.0624,0.0393,0.5414,udfuijh
8059,0.0698,0.6176,0.2291,0.6218,0.6931,0.6682,0.6446,rxyvok
8060,0.1171,0.3534,0.3774,0.834,0.3033,0.8572,0.233,cswqp
8061,0.011,0.793,0.3836,0.3717,0.2303,0.3026,0.916,cauzyqd
8062,0.7668,0.9478,0.6206,0.7152,0.4915,0.5334,0.6287,hzvptsb
8063,0.5159,0.2644,0.6625,0.0497,0.6637,0.3253,0.7481,eqwt
8064,0.8601,0.5106,0.5802,0.2209,0.5709,0.7108,0.3761,tzlfy
8065,0.5502,0.3711,0.2337,0.0854,0.7108,0.6069,0.8534,ycah
8066,0.4524,0.0427,0.1711,0.9949,0.1691,0.4095,0.7126,cjkww
8067,0.0925,0.8015,0.5802,0.8302,0.2385,0.8869,0.834,qfalrpbx
8068,0.8245,0.6027,0.6717,0.0254,0.5458,0.6156,0.9327,vbcins
8069,0.6181,0.8117,0.832,0.4496,0.9596,0.3145,0.3255,dykvkvf
8070,0.9384,0.1636,0.3736,0.6787,0.4514,0.5491,0.9158,evqoempw
8071,0.082,0.964,0.2667,0.0384,0.4258,0.5406,0.1779,xdpd
8072,0.944,0.3778,0.1272,0.8331,0.05,0.8272,0.152,nhck
8073,0.0245,0.0634,0.6161,0.325,0.1361,0.8824,0.6624,awxsza
8074,0.6515,0.5707,0.1443,0.4627,0.5599,0.6613,0.6543,ukwm
8075,0.201,0.3004,0.9674,0.3008,0.9007,0.3834,0.7855,ojhjlbbt
8076,0.0801,0.2263,0.0198,0.1304,0.317,0.4444,0.7073,uyrowzed
8077,0.1857,0.577,0.1642,0.6478,0.652,0.9572,0.4036,itmbfbdx
8078,0.4012,0.6152,0.9625,0.6399,0.6847,0.3118,0.5959,obrc
8079,0.6721,0.0719,0.2007,0.411,0.5448,0.5733,0.7513,rjqu
8080,0.6447,0.5062,0.5942,0.7376,0.8745,0.683,0.2618,xnfsxja
8081,0.483,0.0702,0.6985,0.4172,0.0227,0.8774,0.6438,ziutp
8082,0.2154,0.8262,0.9796,0.466,0.4141,0.587,0.5079,ktqd
8083,0.9479,0.6696,0.6503,0.8092,0.584,0.0504,0.5902,wmxuhil
8084,0.6907,0.2173,0.8947,0.8922,0.1595,0.379,0.2352,vddeazoh
8085,0.5197,0.3536,0.4355,0.0871,0.5718,0.0423,0.7361,fekzfqzi
8086,0.294,0.1204,0.1921,0.1991,0.3972,0.3204,0.4986,qhwfhil
8087,0.2194,0.5627,0.371,0.3115,0.2832,0.4967,0.177,bdabngac
8088,0.3485,0.046,0.5712,0.9908,0.5898,0.3614,0.629,qegi
8089,0.7482,0.5044,0.9742,0.255,0.2381,0.0607,0.4149,aztaqttp
8090,0.5359,0.082,0.7641,0.9205,0.4471,0.0082,0.2492,jibrzduk
8091,0.6581,0.8443,0.628,0.1014,0.6846,0.8035,0.0674,phmwzxzz
8092,0.9665,0.1486,0.5432,0.6585,0.7311,0.3224,0.0679,zmcpr
8093,0.6234,0.538,0.2172,0.0898,0.5669,0.6319,0.3224,vbixmlx
8094,0.3213,0.7699,0.56,0.9945,0.2349,0.503,0.8005,clpvokcs
8095,0.9861,0.4937,0.1405,0.114,0.0827,0.5241,0.3683,tifcxcsk
8096,0.2708,0.4674,0.6455,0.6546,0.6818,0.8131,0.8186,qjgxoara
8097,0.0702,0.2483,0.8893,0.1257,0.0118,0.1141,0.6624,wuthza
8098,0.8728,0.3633,0.5016,0.3373,0.4203,0.2274,0.3635,sfqrl
8099,0.1249,0.8981,0.0291,0.886,0.3502,0.4702,0.0919,xsaim
8100,0.1784,0.7923,0.2737,0.6248,0.4942,0.1642,0.6601,pqrmqgih
8101,0.2395,0.7696,0.0942,0.4851,0.3694,0.8902,0.4455,exryqegz
8102,0.5381,0.481,0.9735,0.0175,0.8574,0.0965,0.3739,wzcvy
8103,0.8429,0.3362,0.3734,0.0372,0.5776,0.2249,0.126,kdhhokyg
8104,0.5477,0.6676,0.1757,0.1565,0.0969,0.8354,0.6077,usru
8105,0.4253,0.3756,0.5981,0.0948,0.6544,0.6831,0.2827,ucuww
8106,0.801,0.8682,0.7535,0.8118,0.445,0.7188,0.0342,zlcmk
8107,0.7528,0.542,0.1033,0.5423,0.6676,0.1754,0.7048,lqyj
8108,0.9465,0.6907,0.7331,0.7433,0.9075,0.791,0.2262,oinz
8109,0.191,0.9953,0.5445,0.4486,0.1244,0.0985,0.9889,qhral
8110,0.2635,0.1236,0.9823,0.1056,0.7723,0.2195,0.5893,mbhpc
8111,0.0276,0.113,0.0112,0.4723,0.577,0.91,0.9201,sbavpvkq
8112,0.2868,0.4306,0.1855,0.4471,0.4655,0.8919,0.8781,wrcnrfzt
8113,0.8023,0.7791,0.5981,0.6218,0.7287,0.4049,0.2307,iippji
8114,0.9475,0.5367,0.2365,0.334,0.9508,0.3554,0.7711,yzfmgs
8115,0.892,0.4243,0.2796,0.9434,0.18,0.226,0.6356,uzsswnz
8116,0.9369,0.4586,0.3507,0.0412,0.77,0.7561,0.0274,sknqu
8117,0.672,0.15,0.7504,0.6392,0.3929,0.0221,0.8731,wimhvuge
8118,0.4734,0.9605,0.8956,0.822,0.0153,0.5515,0.2333,udagpmm
8119,0.604,0.8436,0.0739,0.5521,0.6922,0.8818,0.6787,xnydjz
8120,0.2476,0.5221,0.7127,0.4969,0.8295,0.8032,0.9066,wxpe
8121,0.8579,0.4263,0.8187,0.9759,0.4898,0.9136,0.54,xosbuww
8122,0.1134,0.0593,0.6333,0.1753,0.333,0.421,0.6494,bwld
8123,0.189,0.9958,0.2466,0.832,0.1188,0.3625,0.0211,pwxoihsm
8124,0.2176,0.4636,0.8286,0.9651,0.0605,0.3254,0.2437,zpet
8125,0.2117,0.7109,0.4498,0.3307,0.3583,0.6354,0.2565,idjgypac
8126,0.6873,0.0104,0.9603,0.8095,0.3021,0.9222,0.8854,cbvhdoav
8127,0.6922,0.3635,0.4567,0.7184,0.0332,0.646,0.971,fznqnbw
8128,0.8139,0.409,0.8042,0.857,0.2054,0.4246,0.3547,mxpeczvu
8129,0.5288,0.9778,0.7798,0.5567,0.9885,0.9494,0.6085,rayq
8130,0.4897,0.5115,0.4105,0.7975,0.8322,0.6604,0.4025,gvou
8131,0.7998,0.6916,0.9834,0.2754,0.9088,0.1924,0.3203,vspgju
8132,0.566,0.2273,0.8988,0.354,0.9297,0.2697,0.4028,lmpgkjba
8133,0.5251,0.9109,0.767,0.1128,0.7471,0.9588,0.5198,hoeqswa
8134,0.3158,0.7264,0.5473,0.1951,0.8038,0.8811,0.1719,jsmja
8135,0.3144,0.8073,0.9336,0.9012,0.8043,0.7829,0.5751,juhwmvdw
8136,0.2484,0.5327,0.0015,0.0645,0.902,0.31,0.1682,kqkwvz
8137,0.9922,0.0828,0.6332,0.8577,0.2348,0.7885,0.6939,hqtin
